id	name	sport	event	sex	birthyear	height	weight	team	noc	games	year	season	city	medal
51344	Sezer Huysuz	Judo	Judo Men's Lightweight	M	1978	175	73	Turkey	TUR	2008 Summer	2008	Summer	Beijing	NA
51357	Kasper Hvidt	Handball	Handball Men's Handball	M	1976	192	97	Denmark	DEN	2008 Summer	2008	Summer	Beijing	NA
51369	Hwang Gyeong-Seon	Taekwondo	Taekwondo Women's Welterweight	F	1986	175	67	South Korea	KOR	2008 Summer	2008	Summer	Beijing	Gold
51383	Hwang Ji-Man	Badminton	Badminton Men's Doubles	M	1984	176	71	South Korea-1	KOR	2008 Summer	2008	Summer	Beijing	Bronze
51404	Hwang Yu-Mi	Badminton	Badminton Mixed Doubles	F	1982	165	57	South Korea-2	KOR	2008 Summer	2008	Summer	Beijing	NA
51410	Arnaud Hybois	Canoeing	Canoeing Men's Kayak Singles, 500 metres	M	1982	180	74	France	FRA	2008 Summer	2008	Summer	Beijing	NA
51420	Hyeon Hye-Seong	Hockey	Hockey Men's Hockey	M	1987	172	68	South Korea	KOR	2008 Summer	2008	Summer	Beijing	NA
51426	Renee Hykel	Rowing	Rowing Women's Lightweight Double Sculls	F	1979	175	58	United States	USA	2008 Summer	2008	Summer	Beijing	NA
51428	Lenka Hykov-Marukov	Shooting	Shooting Women's Air Pistol, 10 metres	F	1985	175	83	Czech Republic	CZE	2008 Summer	2008	Summer	Beijing	NA
51428	Lenka Hykov-Marukov	Shooting	Shooting Women's Sporting Pistol, 25 metres	F	1985	175	83	Czech Republic	CZE	2008 Summer	2008	Summer	Beijing	NA
51442	Mardrea Elaine Hyman	Athletics	Athletics Women's 3,000 metres Steeplechase	F	1973	170	54	Jamaica	JAM	2008 Summer	2008	Summer	Beijing	NA
51456	Daniele Matias Hyplito	Gymnastics	Gymnastics Women's Individual All-Around	F	1985	147	51	Brazil	BRA	2008 Summer	2008	Summer	Beijing	NA
51456	Daniele Matias Hyplito	Gymnastics	Gymnastics Women's Team All-Around	F	1985	147	51	Brazil	BRA	2008 Summer	2008	Summer	Beijing	NA
51456	Daniele Matias Hyplito	Gymnastics	Gymnastics Women's Floor Exercise	F	1985	147	51	Brazil	BRA	2008 Summer	2008	Summer	Beijing	NA
51456	Daniele Matias Hyplito	Gymnastics	Gymnastics Women's Uneven Bars	F	1985	147	51	Brazil	BRA	2008 Summer	2008	Summer	Beijing	NA
51456	Daniele Matias Hyplito	Gymnastics	Gymnastics Women's Balance Beam	F	1985	147	51	Brazil	BRA	2008 Summer	2008	Summer	Beijing	NA
51457	Diego Matias Hyplito	Gymnastics	Gymnastics Men's Individual All-Around	M	1986	170	68	Brazil	BRA	2008 Summer	2008	Summer	Beijing	NA
51457	Diego Matias Hyplito	Gymnastics	Gymnastics Men's Floor Exercise	M	1986	170	68	Brazil	BRA	2008 Summer	2008	Summer	Beijing	NA
51482	Periklis Iakovakis	Athletics	Athletics Men's 400 metres Hurdles	M	1979	185	76	Greece	GRE	2008 Summer	2008	Summer	Beijing	NA
51509	Roberto Xavier Ibez Romero	Judo	Judo Men's Half-Lightweight	M	1985	165	66	Ecuador	ECU	2008 Summer	2008	Summer	Beijing	NA
51538	Rinat Khisayevich Ibragimov	Judo	Judo Men's Lightweight	M	1986	181	73	Kazakhstan	KAZ	2008 Summer	2008	Summer	Beijing	NA
51543	Abdel Razek Ibrahim	Rowing	Rowing Men's Lightweight Coxless Fours	M	1983	184	70	Egypt	EGY	2008 Summer	2008	Summer	Beijing	NA
51544	Abdinasir Said Ibrahim	Athletics	Athletics Men's 5,000 metres	M	1990	179	70	Somalia	SOM	2008 Summer	2008	Summer	Beijing	NA
51548	Ali Ibrahim	Rowing	Rowing Men's Single Sculls	M	1972	196	85	Egypt	EGY	2008 Summer	2008	Summer	Beijing	NA
51550	Amirul Hamizan Ibrahim	Weightlifting	Weightlifting Men's Bantamweight	M	1982	161	56	Malaysia	MAS	2008 Summer	2008	Summer	Beijing	NA
51602	Chiharu Icho	Wrestling	Wrestling Women's Flyweight, Freestyle	F	1982	157	48	Japan	JPN	2008 Summer	2008	Summer	Beijing	Silver
51603	Kaori Icho	Wrestling	Wrestling Women's Middleweight, Freestyle	F	1984	166	61	Japan	JPN	2008 Summer	2008	Summer	Beijing	Gold
51604	Erturul ingir	Sailing	Sailing Men's Windsurfer	M	1976	180	72	Turkey	TUR	2008 Summer	2008	Summer	Beijing	NA
51613	Juri Ide	Triathlon	Triathlon Women's Olympic Distance	F	1983	158	51	Japan	JPN	2008 Summer	2008	Summer	Beijing	NA
51618	Josefa Idem-Guerrini	Canoeing	Canoeing Women's Kayak Singles, 500 metres	F	1965	176	67	Italy	ITA	2008 Summer	2008	Summer	Beijing	Silver
51621	Rodrigo Edward Ideus Forero	Rowing	Rowing Men's Single Sculls	M	1987	178	74	Colombia	COL	2008 Summer	2008	Summer	Beijing	NA
51630	Ene Franca Idoko (-Isaac)	Athletics	Athletics Women's 100 metres	F	1985	162	64	Nigeria	NGR	2008 Summer	2008	Summer	Beijing	NA
51630	Ene Franca Idoko (-Isaac)	Athletics	Athletics Women's 4 x 100 metres Relay	F	1985	162	64	Nigeria	NGR	2008 Summer	2008	Summer	Beijing	Bronze
51632	Phillips Olaosebikan Idowu	Athletics	Athletics Men's Triple Jump	M	1979	197	89	Great Britain	GBR	2008 Summer	2008	Summer	Beijing	Silver
51656	Dina Igaly	Shooting	Shooting Women's Skeet	F	1965	172	85	Hungary	HUN	2008 Summer	2008	Summer	Beijing	NA
51665	Elizabeth Jane "Lizzy" Igasan (-Horlock)	Hockey	Hockey Women's Hockey	F	1983	163	68	New Zealand	NZL	2008 Summer	2008	Summer	Beijing	NA
51679	Fadrique Ignacio Iglesias Mendizbal	Athletics	Athletics Men's 800 metres	M	1981	172	62	Bolivia	BOL	2008 Summer	2008	Summer	Beijing	NA
51683	Leire Iglesias Armio	Judo	Judo Women's Middleweight	F	1978	175	70	Spain	ESP	2008 Summer	2008	Summer	Beijing	NA
51688	Roniel Iglesias Sotolongo	Boxing	Boxing Men's Light-Welterweight	M	1989	177	64	Cuba	CUB	2008 Summer	2008	Summer	Beijing	Bronze
51691	Maksim Gennadyevich Iglinsky	Cycling	Cycling Men's Road Race, Individual	M	1981	173	70	Kazakhstan	KAZ	2008 Summer	2008	Summer	Beijing	NA
51695	Krzysztof Ignaczak	Volleyball	Volleyball Men's Volleyball	M	1978	188	86	Poland	POL	2008 Summer	2008	Summer	Beijing	NA
51696	Doina Ignat	Rowing	Rowing Women's Coxed Eights	F	1969	181	81	Romania	ROU	2008 Summer	2008	Summer	Beijing	Bronze
51707	Aleksey Aleksandrovich Ignatovich	Gymnastics	Gymnastics Men's Individual All-Around	M	1986	167	65	Belarus	BLR	2008 Summer	2008	Summer	Beijing	NA
51707	Aleksey Aleksandrovich Ignatovich	Gymnastics	Gymnastics Men's Team All-Around	M	1986	167	65	Belarus	BLR	2008 Summer	2008	Summer	Beijing	NA
51707	Aleksey Aleksandrovich Ignatovich	Gymnastics	Gymnastics Men's Horizontal Bar	M	1986	167	65	Belarus	BLR	2008 Summer	2008	Summer	Beijing	NA
51707	Aleksey Aleksandrovich Ignatovich	Gymnastics	Gymnastics Men's Pommelled Horse	M	1986	167	65	Belarus	BLR	2008 Summer	2008	Summer	Beijing	NA
51710	Mikhail Borisovich Ignatyev	Cycling	Cycling Men's Points Race	M	1985	176	67	Russia	RUS	2008 Summer	2008	Summer	Beijing	NA
51710	Mikhail Borisovich Ignatyev	Cycling	Cycling Men's Madison	M	1985	176	67	Russia	RUS	2008 Summer	2008	Summer	Beijing	Bronze
51719	Konstantin Valeryevich Igropulo	Handball	Handball Men's Handball	M	1985	190	98	Russia	RUS	2008 Summer	2008	Summer	Beijing	NA
51721	Reda Abdalaati Iguider	Athletics	Athletics Men's 1,500 metres	M	1987	173	57	Morocco	MAR	2008 Summer	2008	Summer	Beijing	NA
51737	Andreas Ihle	Canoeing	Canoeing Men's Kayak Doubles, 1,000 metres	M	1979	184	80	Germany	GER	2008 Summer	2008	Summer	Beijing	Gold
51750	Makoto Iijima	Cycling	Cycling Men's Points Race	M	1971	169	63	Japan	JPN	2008 Summer	2008	Summer	Beijing	NA
51751	Yoichi Iijima	Sailing	Sailing Men's One Person Dinghy	M	1979	173	72	Japan	JPN	2008 Summer	2008	Summer	Beijing	NA
51766	Kumiko Ikeda	Athletics	Athletics Women's Long Jump	F	1981	165	52	Japan	JPN	2008 Summer	2008	Summer	Beijing	NA
51771	Shintaro Ikeda	Badminton	Badminton Men's Doubles	M	1981	175	71	Japan-2	JPN	2008 Summer	2008	Summer	Beijing	NA
51783	Maria Epiph Ikelap	Athletics	Athletics Women's 100 metres	F	1987	160	48	Federated States of Micronesia	FSM	2008 Summer	2008	Summer	Beijing	NA
51784	Kazuhiko Ikematsu	Wrestling	Wrestling Men's Welterweight, Freestyle	M	1980	171	66	Japan	JPN	2008 Summer	2008	Summer	Beijing	NA
51788	Khumiso Stephen Ikgopoleng	Boxing	Boxing Men's Bantamweight	M	1980	168	54	Botswana	BOT	2008 Summer	2008	Summer	Beijing	NA
51792	Yeldos Zhakhmanovich Ikhsangaliyev	Judo	Judo Men's Heavyweight	M	1978	180	138	Kazakhstan	KAZ	2008 Summer	2008	Summer	Beijing	NA
51793	Faith Ikidi	Football	Football Women's Football	F	1987	172	63	Nigeria	NGR	2008 Summer	2008	Summer	Beijing	NA
51805	Kirill Gennadiyevich Ikonnikov	Athletics	Athletics Men's Hammer Throw	M	1984	186	112	Russia	RUS	2008 Summer	2008	Summer	Beijing	NA
51812	David Ilariani	Athletics	Athletics Men's 110 metres Hurdles	M	1981	195	87	Georgia	GEO	2008 Summer	2008	Summer	Beijing	NA
51816	Larissa Dmitriyevna "Lara" Ilchenko	Swimming	Swimming Women's 10 kilometres Open Water	F	1989	171	58	Russia	RUS	2008 Summer	2008	Summer	Beijing	Gold
51820	Sandrine Ilendou	Judo	Judo Women's Extra-Lightweight	F	1984	160	48	Gabon	GAB	2008 Summer	2008	Summer	Beijing	NA
51823	Salim Iles	Swimming	Swimming Men's 50 metres Freestyle	M	1975	188	88	Algeria	ALG	2008 Summer	2008	Summer	Beijing	NA
51829	Ilias Iliadis	Judo	Judo Men's Middleweight	M	1987	179	90	Greece	GRE	2008 Summer	2008	Summer	Beijing	NA
51871	Anna Iljutenko	Athletics	Athletics Women's High Jump	F	1986	168	49	Estonia	EST	2008 Summer	2008	Summer	Beijing	NA
51875	Javier "Javi" Illana Garca	Diving	Diving Men's Springboard	M	1986	175	73	Spain	ESP	2008 Summer	2008	Summer	Beijing	NA
51904	Ilson Pereira "Ilsinho" Dias Jnior	Football	Football Men's Football	M	1986	170	70	Brazil	BRA	2008 Summer	2008	Summer	Beijing	Bronze
51915	Ilya Aleksandrovich Ilyin	Weightlifting	Weightlifting Men's Middle-Heavyweight	M	1988	175	94	Kazakhstan	KAZ	2008 Summer	2008	Summer	Beijing	Gold
51928	Kseniya Ilyuchshenko	Volleyball	Volleyball Women's Volleyball	F	1979	180	70	Kazakhstan	KAZ	2008 Summer	2008	Summer	Beijing	NA
51930	Yelena Ilyukhina	Handball	Handball Women's Handball	F	1982	171	67	Kazakhstan	KAZ	2008 Summer	2008	Summer	Beijing	NA
51942	Im Dong-Hyeon	Archery	Archery Men's Individual	M	1985	184	100	South Korea	KOR	2008 Summer	2008	Summer	Beijing	NA
51942	Im Dong-Hyeon	Archery	Archery Men's Team	M	1985	184	100	South Korea	KOR	2008 Summer	2008	Summer	Beijing	Gold
51965	Im Jeong-Hwa	Weightlifting	Weightlifting Women's Flyweight	F	1986	150	50	South Korea	KOR	2008 Summer	2008	Summer	Beijing	NA
51975	Im Nam-Gyun	Swimming	Swimming Men's 100 metres Freestyle	M	1987	182	68	South Korea	KOR	2008 Summer	2008	Summer	Beijing	NA
51981	Im Su-Jeong	Taekwondo	Taekwondo Women's Featherweight	F	1987	168	57	South Korea	KOR	2008 Summer	2008	Summer	Beijing	Gold
51985	Im Yong-Su	Weightlifting	Weightlifting Men's Featherweight	M	1980	157	62	North Korea	PRK	2008 Summer	2008	Summer	Beijing	NA
52008	Aset Zhumashovich Imanbayev	Wrestling	Wrestling Men's Featherweight, Greco-Roman	M	1982	160	55	Kazakhstan	KAZ	2008 Summer	2008	Summer	Beijing	NA
52029	Rachel Anne Imison	Hockey	Hockey Women's Hockey	F	1979	167	69	Australia	AUS	2008 Summer	2008	Summer	Beijing	NA
52048	Saa Impri	Swimming	Swimming Men's 200 metres Individual Medley	M	1986	184	86	Croatia	CRO	2008 Summer	2008	Summer	Beijing	NA
52049	Muhammad Imran	Hockey	Hockey Men's Hockey	M	1979	165	62	Pakistan	PAK	2008 Summer	2008	Summer	Beijing	NA
52051	ahin mranov	Boxing	Boxing Men's Featherweight	M	1981	170	57	Azerbaijan	AZE	2008 Summer	2008	Summer	Beijing	Bronze
52053	Gza Imre	Fencing	Fencing Men's epee, Individual	M	1975	184	75	Hungary	HUN	2008 Summer	2008	Summer	Beijing	NA
52053	Gza Imre	Fencing	Fencing Men's epee, Team	M	1975	184	75	Hungary	HUN	2008 Summer	2008	Summer	Beijing	NA
52061	Atsunori Inaba	Baseball	Baseball Men's Baseball	M	1972	188	85	Japan	JPN	2008 Summer	2008	Summer	Beijing	NA
52064	Matthew Robert Inabinet	Shooting	Shooting Men's Air Rifle, 10 metres	M	1985	184	87	Australia	AUS	2008 Summer	2008	Summer	Beijing	NA
52064	Matthew Robert Inabinet	Shooting	Shooting Men's Small-Bore Rifle, Three Positions, 50 metres	M	1985	184	87	Australia	AUS	2008 Summer	2008	Summer	Beijing	NA
52066	Daniela Guerra Incio	Swimming	Swimming Women's 10 kilometres Open Water	F	1989	169	51	Portugal	POR	2008 Summer	2008	Summer	Beijing	NA
52076	Saori Inagaki	Rhythmic Gymnastics	Rhythmic Gymnastics Women's Group	F	1990	164	45	Japan	JPN	2008 Summer	2008	Summer	Beijing	NA
52087	zzet nce	Weightlifting	Weightlifting Men's Light-Heavyweight	M	1981	172	85	Turkey	TUR	2008 Summer	2008	Summer	Beijing	NA
52088	Anna Carmela Incerti (-Scaini)	Athletics	Athletics Women's Marathon	F	1980	168	44	Italy	ITA	2008 Summer	2008	Summer	Beijing	NA
52096	Julius Munyelele Indongo	Boxing	Boxing Men's Lightweight	M	1983	179	65	Namibia	NAM	2008 Summer	2008	Summer	Beijing	NA
52104	Andrei Inein	Shooting	Shooting Men's Skeet	M	1967	178	93	Estonia	EST	2008 Summer	2008	Summer	Beijing	NA
52114	Mikaela Johanna Emilia Ingberg	Athletics	Athletics Women's Javelin Throw	F	1974	174	67	Finland	FIN	2008 Summer	2008	Summer	Beijing	NA
52130	Ingimundur Ingimundarson	Handball	Handball Men's Handball	M	1980	193	96	Iceland	ISL	2008 Summer	2008	Summer	Beijing	Silver
52133	Joseph Howarth "Joe" Ingles	Basketball	Basketball Men's Basketball	M	1988	203	91	Australia	AUS	2008 Summer	2008	Summer	Beijing	NA
52140	Ragna Bjrg Inglfsdttir	Badminton	Badminton Women's Singles	F	1983	180	70	Iceland	ISL	2008 Summer	2008	Summer	Beijing	NA
52144	Melissa Jane Ingram	Swimming	Swimming Women's 100 metres Backstroke	F	1985	178	66	New Zealand	NZL	2008 Summer	2008	Summer	Beijing	NA
52144	Melissa Jane Ingram	Swimming	Swimming Women's 200 metres Backstroke	F	1985	178	66	New Zealand	NZL	2008 Summer	2008	Summer	Beijing	NA
52164	Joshua "Josh" Inman	Rowing	Rowing Men's Coxed Eights	M	1980	203	95	United States	USA	2008 Summer	2008	Summer	Beijing	Bronze
52191	Paris Alonso Inostroza Budinich	Fencing	Fencing Men's epee, Individual	M	1973	183	88	Chile	CHI	2008 Summer	2008	Summer	Beijing	NA
52232	Emi Inui	Softball	Softball Women's Softball	F	1984	170	70	Japan	JPN	2008 Summer	2008	Summer	Beijing	Gold
52259	Kyriakos Ioannou	Athletics	Athletics Men's High Jump	M	1984	196	74	Cyprus	CYP	2008 Summer	2008	Summer	Beijing	NA
52305	Sofia Iosifidou	Water Polo	Water Polo Women's Water Polo	F	1981	173	61	Greece	GRE	2008 Summer	2008	Summer	Beijing	NA
52330	Borja Iradier Aguirrezabalaga	Swimming	Swimming Men's 100 metres Breaststroke	M	1980	192	84	Spain	ESP	2008 Summer	2008	Summer	Beijing	NA
52336	Eko Yuli Irawan	Weightlifting	Weightlifting Men's Bantamweight	M	1989	154	62	Indonesia	INA	2008 Summer	2008	Summer	Beijing	Bronze
52358	Ryosuke Irie	Swimming	Swimming Men's 200 metres Backstroke	M	1990	178	64	Japan	JPN	2008 Summer	2008	Summer	Beijing	NA
52371	Bernard Ngumba Ngumba	Boxing	Boxing Men's Flyweight	M	1976	160	51	Kenya	KEN	2008 Summer	2008	Summer	Beijing	NA
52400	Promise Isaac	Football	Football Men's Football	M	1988	178	79	Nigeria	NGR	2008 Summer	2008	Summer	Beijing	Silver
52418	Oleksandr Volodymyrovych Isakov	Swimming	Swimming Men's 100 metres Backstroke	M	1990	184	73	Ukraine	UKR	2008 Summer	2008	Summer	Beijing	NA
52418	Oleksandr Volodymyrovych Isakov	Swimming	Swimming Men's 200 metres Backstroke	M	1990	184	73	Ukraine	UKR	2008 Summer	2008	Summer	Beijing	NA
52418	Oleksandr Volodymyrovych Isakov	Swimming	Swimming Men's 4 x 100 metres Medley Relay	M	1990	184	73	Ukraine	UKR	2008 Summer	2008	Summer	Beijing	NA
52419	Vladimir Vyacheslavovich Isakov	Shooting	Shooting Men's Free Pistol, 50 metres	M	1970	178	83	Russia	RUS	2008 Summer	2008	Summer	Beijing	Bronze
52426	Sara Isakovi	Swimming	Swimming Women's 200 metres Freestyle	F	1988	173	60	Slovenia	SLO	2008 Summer	2008	Summer	Beijing	Silver
52426	Sara Isakovi	Swimming	Swimming Women's 100 metres Butterfly	F	1988	173	60	Slovenia	SLO	2008 Summer	2008	Summer	Beijing	NA
52429	Margaux Isaksen	Modern Pentathlon	Modern Pentathlon Women's Individual	F	1992	178	60	United States	USA	2008 Summer	2008	Summer	Beijing	NA
52437	Gulzhan Abdildabekovna Isanova	Judo	Judo Women's Heavyweight	F	1984	167	94	Kazakhstan	KAZ	2008 Summer	2008	Summer	Beijing	NA
52449	li sayev	Wrestling	Wrestling Men's Super-Heavyweight, Freestyle	M	1984	187	120	Azerbaijan	AZE	2008 Summer	2008	Summer	Beijing	NA
52465	Percy Paul Isenia	Baseball	Baseball Men's Baseball	M	1977	188	100	Netherlands	NED	2008 Summer	2008	Summer	Beijing	NA
52469	Ivan Ivanovych Ishchenko	Wrestling	Wrestling Men's Super-Heavyweight, Freestyle	M	1980	194	120	Ukraine	UKR	2008 Summer	2008	Summer	Beijing	NA
52471	Nataliya Sergeyevna Ishchenko	Synchronized Swimming	Synchronized Swimming Women's Team	F	1986	177	60	Russia	RUS	2008 Summer	2008	Summer	Beijing	Gold
52473	Akira Ishibashi	Sailing	Sailing Mixed Skiff	M	1974	171	70	Japan	JPN	2008 Summer	2008	Summer	Beijing	NA
52492	Yumiko Ishiguro	Synchronized Swimming	Synchronized Swimming Women's Team	F	1984	164	57	Japan	JPN	2008 Summer	2008	Summer	Beijing	NA
52506	Satoshi Ishii	Judo	Judo Men's Heavyweight	M	1987	180	111	Japan	JPN	2008 Summer	2008	Summer	Beijing	Gold
52514	Yusuke Ishijima	Volleyball	Volleyball Men's Volleyball	M	1984	197	100	Japan	JPN	2008 Summer	2008	Summer	Beijing	NA
52530	Haley Dyan Ishimatsu	Diving	Diving Women's Platform	F	1993	150	40	United States	USA	2008 Summer	2008	Summer	Beijing	NA
52530	Haley Dyan Ishimatsu	Diving	Diving Women's Synchronized Platform	F	1993	150	40	United States	USA	2008 Summer	2008	Summer	Beijing	NA
52533	Korina Sergeyevna Ishimtseva	Volleyball	Volleyball Women's Volleyball	F	1984	184	73	Kazakhstan	KAZ	2008 Summer	2008	Summer	Beijing	NA
52546	Tawa Bolanle Ishola	Football	Football Women's Football	F	1989	160	45	Nigeria	NGR	2008 Summer	2008	Summer	Beijing	NA
52554	Yelena Gadzhiyevna Isinbayeva	Athletics	Athletics Women's Pole Vault	F	1982	174	64	Russia	RUS	2008 Summer	2008	Summer	Beijing	Gold
52556	Gulzira Iskakova	Handball	Handball Women's Handball	F	1989	169	60	Kazakhstan	KAZ	2008 Summer	2008	Summer	Beijing	NA
52571	Idulio Islas Gmez	Taekwondo	Taekwondo Men's Featherweight	M	1987	181	68	Mexico	MEX	2008 Summer	2008	Summer	Beijing	NA
52585	Ismail Ahmed Ismail	Athletics	Athletics Men's 800 metres	M	1985	193	72	Sudan	SUD	2008 Summer	2008	Summer	Beijing	Silver
52593	Halimat Oyinoza Ismaila	Athletics	Athletics Women's 100 metres	F	1984	158	56	Nigeria	NGR	2008 Summer	2008	Summer	Beijing	NA
52593	Halimat Oyinoza Ismaila	Athletics	Athletics Women's 4 x 100 metres Relay	F	1984	158	56	Nigeria	NGR	2008 Summer	2008	Summer	Beijing	Bronze
52598	Ruslan Takhirovich Ismailov	Shooting	Shooting Men's Air Rifle, 10 metres	M	1987	172	58	Kyrgyzstan	KGZ	2008 Summer	2008	Summer	Beijing	NA
52598	Ruslan Takhirovich Ismailov	Shooting	Shooting Men's Small-Bore Rifle, Three Positions, 50 metres	M	1987	172	58	Kyrgyzstan	KGZ	2008 Summer	2008	Summer	Beijing	NA
52598	Ruslan Takhirovich Ismailov	Shooting	Shooting Men's Small-Bore Rifle, Prone, 50 metres	M	1987	172	58	Kyrgyzstan	KGZ	2008 Summer	2008	Summer	Beijing	NA
52621	Hiromi Isozaki-Ikeda	Football	Football Women's Football	F	1976	162	52	Japan	JPN	2008 Summer	2008	Summer	Beijing	NA
52625	Mrt Israel	Athletics	Athletics Men's Discus Throw	M	1984	189	119	Estonia	EST	2008 Summer	2008	Summer	Beijing	NA
52648	Sergey Istomin	Weightlifting	Weightlifting Men's Heavyweight	M	1986	180	105	Kazakhstan	KAZ	2008 Summer	2008	Summer	Beijing	NA
52671	Hanae Ito	Swimming	Swimming Women's 100 metres Backstroke	F	1985	173	61	Japan	JPN	2008 Summer	2008	Summer	Beijing	NA
52671	Hanae Ito	Swimming	Swimming Women's 200 metres Backstroke	F	1985	173	61	Japan	JPN	2008 Summer	2008	Summer	Beijing	NA
52671	Hanae Ito	Swimming	Swimming Women's 4 x 100 metres Medley Relay	F	1985	173	61	Japan	JPN	2008 Summer	2008	Summer	Beijing	NA
52691	Sachiko Ito	Softball	Softball Women's Softball	F	1976	163	61	Japan	JPN	2008 Summer	2008	Summer	Beijing	Gold
52725	Sergio Andrs Iturriaga Delgado	Equestrianism	Equestrianism Mixed Three-Day Event, Individual	M	1974	170	72	Chile	CHI	2008 Summer	2008	Summer	Beijing	NA
52765	Anastasiya Vladimirovna Ivankova	Rhythmic Gymnastics	Rhythmic Gymnastics Women's Group	F	1992	170	53	Belarus	BLR	2008 Summer	2008	Summer	Beijing	Bronze
52766	Olha Yevhenivna Ivankova	Athletics	Athletics Women's Javelin Throw	F	1973	175	75	Ukraine	UKR	2008 Summer	2008	Summer	Beijing	NA
52772	Aleksandr Valeryevich Ivanov	Athletics	Athletics Men's Javelin Throw	M	1982	194	100	Russia	RUS	2008 Summer	2008	Summer	Beijing	NA
52780	Artem Volodymyrovych Ivanov	Weightlifting	Weightlifting Men's Middle-Heavyweight	M	1988	176	94	Ukraine	UKR	2008 Summer	2008	Summer	Beijing	NA
52792	Evgeni Ivanov	Volleyball	Volleyball Men's Volleyball	M	1974	210	98	Bulgaria	BUL	2008 Summer	2008	Summer	Beijing	NA
52795	Georgi Stoyanov Ivanov	Athletics	Athletics Men's Shot Put	M	1985	188	138	Bulgaria	BUL	2008 Summer	2008	Summer	Beijing	NA
52805	Ivan Ivanov	Wrestling	Wrestling Men's Super-Heavyweight, Greco-Roman	M	1987	192	107	Bulgaria	BUL	2008 Summer	2008	Summer	Beijing	NA
52834	Sergey Nikolayevich Ivanov	Athletics	Athletics Men's 10,000 metres	M	1979	175	63	Russia	RUS	2008 Summer	2008	Summer	Beijing	NA
52835	Sergey Vasilyevich Ivanov	Cycling	Cycling Men's Road Race, Individual	M	1975	180	74	Russia	RUS	2008 Summer	2008	Summer	Beijing	NA
52846	Vitaly Vladimirovich Ivanov	Handball	Handball Men's Handball	M	1976	194	92	Russia	RUS	2008 Summer	2008	Summer	Beijing	NA
52865	Nataliya Vladimirovna Ivanova	Sailing	Sailing Women's Three Person Keelboat	F	1984	168	62	Russia	RUS	2008 Summer	2008	Summer	Beijing	NA
52869	Olga Viktorovna Ivanova	Athletics	Athletics Women's Shot Put	F	1979	183	89	Russia	RUS	2008 Summer	2008	Summer	Beijing	NA
52897	Markiyan Volodymyrovych Ivashko	Archery	Archery Men's Individual	M	1979	182	99	Ukraine	UKR	2008 Summer	2008	Summer	Beijing	NA
52897	Markiyan Volodymyrovych Ivashko	Archery	Archery Men's Team	M	1979	182	99	Ukraine	UKR	2008 Summer	2008	Summer	Beijing	NA
52913	Dennis Iverson	Judo	Judo Men's Lightweight	M	1981	177	73	Australia	AUS	2008 Summer	2008	Summer	Beijing	NA
52915	Amy Ives	Rowing	Rowing Women's Quadruple Sculls	F	1978	177	70	Australia	AUS	2008 Summer	2008	Summer	Beijing	NA
52930	Nataliya Evgenyevna Ivoninskaya	Athletics	Athletics Women's 100 metres Hurdles	F	1985	175	60	Kazakhstan	KAZ	2008 Summer	2008	Summer	Beijing	NA
52934	Aleksandar Ivovi	Water Polo	Water Polo Men's Water Polo	M	1986	197	107	Montenegro	MNE	2008 Summer	2008	Summer	Beijing	NA
52950	Yoshitaka Iwamizu	Athletics	Athletics Men's 3,000 metres Steeplechase	M	1979	174	54	Japan	JPN	2008 Summer	2008	Summer	Beijing	NA
52951	Akiko Iwamoto	Rowing	Rowing Women's Lightweight Double Sculls	F	1979	173	57	Japan	JPN	2008 Summer	2008	Summer	Beijing	NA
52959	Sachimi Iwao	Hockey	Hockey Women's Hockey	F	1976	152	53	Japan	JPN	2008 Summer	2008	Summer	Beijing	NA
52970	Hitoki Iwase	Baseball	Baseball Men's Baseball	M	1975	180	74	Japan	JPN	2008 Summer	2008	Summer	Beijing	NA
52972	Azusa Iwashimizu	Football	Football Women's Football	F	1987	162	55	Japan	JPN	2008 Summer	2008	Summer	Beijing	NA
52994	Sandra Raluca Izbaa	Gymnastics	Gymnastics Women's Individual All-Around	F	1990	164	52	Romania	ROU	2008 Summer	2008	Summer	Beijing	NA
52994	Sandra Raluca Izbaa	Gymnastics	Gymnastics Women's Team All-Around	F	1990	164	52	Romania	ROU	2008 Summer	2008	Summer	Beijing	Bronze
52994	Sandra Raluca Izbaa	Gymnastics	Gymnastics Women's Floor Exercise	F	1990	164	52	Romania	ROU	2008 Summer	2008	Summer	Beijing	Gold
52994	Sandra Raluca Izbaa	Gymnastics	Gymnastics Women's Uneven Bars	F	1990	164	52	Romania	ROU	2008 Summer	2008	Summer	Beijing	NA
52994	Sandra Raluca Izbaa	Gymnastics	Gymnastics Women's Balance Beam	F	1990	164	52	Romania	ROU	2008 Summer	2008	Summer	Beijing	NA
53002	Katerina Izmaylova	Swimming	Swimming Women's 50 metres Freestyle	F	1977	170	57	Tajikistan	TJK	2008 Summer	2008	Summer	Beijing	NA
53003	Dauda Izobo	Boxing	Boxing Men's Light-Heavyweight	M	1980	nan	81	Nigeria	NGR	2008 Summer	2008	Summer	Beijing	NA
53006	Nik'oloz Izoria	Boxing	Boxing Men's Featherweight	M	1986	175	54	Georgia	GEO	2008 Summer	2008	Summer	Beijing	NA
53007	Danila Sergeyevich "Dan" Izotov	Swimming	Swimming Men's 200 metres Freestyle	M	1992	192	90	Russia	RUS	2008 Summer	2008	Summer	Beijing	NA
