id	name	sex	birthyear	height	weight	team	noc	games	year	season	city	sport	event	medal	BMI
84712	Elizna Naud	F	1979	180	88	South Africa	RSA	2008 Summer	2008	Summer	Beijing	Athletics	Athletics Women's Discus Throw	NA	27.160493827160494
84731	Irina Vladimirovna Naumenko-Karpova	F	1980	179	64	Kazakhstan	KAZ	2008 Summer	2008	Summer	Beijing	Athletics	Athletics Women's Heptathlon	NA	19.97440779001904
84740	Ruslan Naurzaliyev	M	1985	177	82	Uzbekistan	UZB	2008 Summer	2008	Summer	Beijing	Rowing	Rowing Men's Single Sculls	NA	26.173832551310287
84747	Goran Nava	M	1981	180	71	Serbia	SRB	2008 Summer	2008	Summer	Beijing	Athletics	Athletics Men's 1,500 metres	NA	21.91358024691358
84748	Horacio Nava Reza	M	1982	181	65	Mexico	MEX	2008 Summer	2008	Summer	Beijing	Athletics	Athletics Men's 50 kilometres Walk	NA	19.840664204389366
84756	Dominika Navara Cibulkov	F	1989	160	55	Slovakia	SVK	2008 Summer	2008	Summer	Beijing	Tennis	Tennis Women's Singles	NA	21.484375
84766	Araceli Navarro Laso	F	1990	168	63	Spain	ESP	2008 Summer	2008	Summer	Beijing	Fencing	Fencing Women's Sabre, Individual	NA	22.32142857142857
84774	Jos Juan Navarro Batista	M	1981	172	94	Spain	ESP	2008 Summer	2008	Summer	Beijing	Weightlifting	Weightlifting Men's Middle-Heavyweight	NA	31.773931855056787
84776	Juan Carlos Navarro Feijoo	M	1980	193	82	Spain	ESP	2008 Summer	2008	Summer	Beijing	Basketball	Basketball Men's Basketball	Silver	22.014013799028163
84780	Miguel ngel Navarro	M	1982	182	80	Bolivia	BOL	2008 Summer	2008	Summer	Beijing	Swimming	Swimming Men's 100 metres Freestyle	NA	24.151672503320857
84782	Roberto Navarro Gonzlez	M	1988	170	57	Dominican Republic	DOM	2008 Summer	2008	Summer	Beijing	Boxing	Boxing Men's Featherweight	NA	19.723183391003463
84787	Luis Miguel Navas Gonzlez	M	1980	184	77	Cuba	CUB	2008 Summer	2008	Summer	Beijing	Baseball	Baseball Men's Baseball	Silver	22.743383742911153
84794	Kstutis Navickas	M	1984	179	71	Lithuania	LTU	2008 Summer	2008	Summer	Beijing	Badminton	Badminton Men's Singles	NA	22.15910864205237
84804	Rabangaki Nawai	M	1985	178	83	Kiribati	KIR	2008 Summer	2008	Summer	Beijing	Athletics	Athletics Men's 100 metres	NA	26.19618735008206
84811	Meagen Marree Nay	F	1989	174	62	Australia	AUS	2008 Summer	2008	Summer	Beijing	Swimming	Swimming Women's 200 metres Backstroke	NA	20.478266613819528
84812	Nay Myo Aung	M	1986	171	63	Myanmar	MYA	2008 Summer	2008	Summer	Beijing	Archery	Archery Men's Individual	NA	21.545090797168356
84830	Emily Sarah Naylor (-Gaddum)	F	1986	167	55	New Zealand	NZL	2008 Summer	2008	Summer	Beijing	Hockey	Hockey Women's Hockey	NA	19.721036967980204
84836	Deniz Nazar	M	1981	190	85	Turkey	TUR	2008 Summer	2008	Summer	Beijing	Swimming	Swimming Men's 400 metres Individual Medley	NA	23.545706371191134
84844	Franklin Andrs Nazareno Macas	M	1987	179	85	Ecuador	ECU	2008 Summer	2008	Summer	Beijing	Athletics	Athletics Men's 100 metres	NA	26.528510346119035
84844	Franklin Andrs Nazareno Macas	M	1987	179	85	Ecuador	ECU	2008 Summer	2008	Summer	Beijing	Athletics	Athletics Men's 200 metres	NA	26.528510346119035
84850	Dilshod Nazarov	M	1982	187	120	Tajikistan	TJK	2008 Summer	2008	Summer	Beijing	Athletics	Athletics Men's Hammer Throw	NA	34.31610855329006
84852	Ibragim Nazarov	M	1988	190	70	Uzbekistan	UZB	2008 Summer	2008	Summer	Beijing	Swimming	Swimming Men's 200 metres Freestyle	NA	19.390581717451525
84859	Valentina Nazarova	F	1985	160	52	Turkmenistan	TKM	2008 Summer	2008	Summer	Beijing	Athletics	Athletics Women's 100 metres	NA	20.3125
84860	Armen Nazaryan	M	1982	172	69	Armenia	ARM	2008 Summer	2008	Summer	Beijing	Judo	Judo Men's Half-Lightweight	NA	23.32341806381828
84861	Armen Lyudvikovich Nazaryan	M	1974	162	60	Bulgaria	BUL	2008 Summer	2008	Summer	Beijing	Wrestling	Wrestling Men's Lightweight, Greco-Roman	NA	22.86236854138089
84871	Beauty Nazum Nahar	F	1984	157	56	Bangladesh	BAN	2008 Summer	2008	Summer	Beijing	Athletics	Athletics Women's 100 metres	NA	22.718974400584205
84921	Wincatherine Nyambura "Catherine" Ndereba	F	1972	160	45	Kenya	KEN	2008 Summer	2008	Summer	Beijing	Athletics	Athletics Women's Marathon	Silver	17.578125
84930	Hinikissa Albertine Ndikert	F	1993	165	60	Chad	CHA	2008 Summer	2008	Summer	Beijing	Athletics	Athletics Women's 100 metres	NA	22.038567493112946
84940	Reginaldo Micha Ndong	M	1987	165	76	Equatorial Guinea	GEQ	2008 Summer	2008	Summer	Beijing	Athletics	Athletics Men's 100 metres	NA	27.915518824609734
84950	Ionelia Neacu	F	1986	176	65	Romania	ROU	2008 Summer	2008	Summer	Beijing	Rowing	Rowing Women's Double Sculls	NA	20.983987603305785
84951	Mihaela Silvia Neacu (Stancescu-)	F	1979	170	56	Romania	ROU	2008 Summer	2008	Summer	Beijing	Athletics	Athletics Women's 800 metres	NA	19.377162629757784
84957	Cristina Georgiana Neagu	F	1989	180	69	Romania	ROU	2008 Summer	2008	Summer	Beijing	Handball	Handball Women's Handball	NA	21.296296296296298
84962	Blaine Neal	M	1978	196	114	United States	USA	2008 Summer	2008	Summer	Beijing	Baseball	Baseball Men's Baseball	Bronze	29.675135360266555
84982	Amber L. Neben (Parkinson-)	F	1975	163	50	United States	USA	2008 Summer	2008	Summer	Beijing	Cycling	Cycling Women's Road Race, Individual	NA	18.818924310286423
84991	Yelena Aleksandrovna Nechayeva	F	1979	168	58	Russia	RUS	2008 Summer	2008	Summer	Beijing	Fencing	Fencing Women's Sabre, Individual	NA	20.549886621315192
84991	Yelena Aleksandrovna Nechayeva	F	1979	168	58	Russia	RUS	2008 Summer	2008	Summer	Beijing	Fencing	Fencing Women's Sabre, Team	NA	20.549886621315192
85001	Iulia Necula	F	1986	162	57	Romania	ROU	2008 Summer	2008	Summer	Beijing	Table Tennis	Table Tennis Women's Team	NA	21.719250114311844
85010	Petya Todorova Nedelcheva	F	1983	174	76	Bulgaria	BUL	2008 Summer	2008	Summer	Beijing	Badminton	Badminton Women's Singles	NA	25.102391333069097
85020	Travis Nederpelt	M	1985	184	75	Australia	AUS	2008 Summer	2008	Summer	Beijing	Swimming	Swimming Men's 200 metres Butterfly	NA	22.152646502835537
85020	Travis Nederpelt	M	1985	184	75	Australia	AUS	2008 Summer	2008	Summer	Beijing	Swimming	Swimming Men's 400 metres Individual Medley	NA	22.152646502835537
85050	Samuel Kotey Neequaye	M	1983	nan	64	Ghana	GHA	2008 Summer	2008	Summer	Beijing	Boxing	Boxing Men's Light-Welterweight	NA	
85054	Timothy Paul "Tim" Neesham	M	1980	184	86	Australia	AUS	2008 Summer	2008	Summer	Beijing	Water Polo	Water Polo Men's Water Polo	NA	25.401701323251416
85056	Ryk Neethling	M	1978	196	95	South Africa	RSA	2008 Summer	2008	Summer	Beijing	Swimming	Swimming Men's 100 metres Freestyle	NA	24.729279466888798
85056	Ryk Neethling	M	1978	196	95	South Africa	RSA	2008 Summer	2008	Summer	Beijing	Swimming	Swimming Men's 4 x 100 metres Freestyle Relay	NA	24.729279466888798
85065	Karel Neffe, Jr.	M	1985	190	85	Czech Republic	CZE	2008 Summer	2008	Summer	Beijing	Rowing	Rowing Men's Coxless Fours	NA	23.545706371191134
85090	Diego Negri	M	1971	182	92	Italy	ITA	2008 Summer	2008	Summer	Beijing	Sailing	Sailing Men's Two Person Keelboat	NA	27.774423378818984
85100	Carlos Jos Negrn Coln	M	1987	196	81	Puerto Rico	PUR	2008 Summer	2008	Summer	Beijing	Boxing	Boxing Men's Light-Heavyweight	NA	21.08496459808413
85107	Hans-Christian Nehammer	M	1976	190	108	Austria	AUT	2008 Summer	2008	Summer	Beijing	Sailing	Sailing Men's Two Person Keelboat	NA	29.916897506925206
85112	Saina Nehwal	F	1990	167	65	India	IND	2008 Summer	2008	Summer	Beijing	Badminton	Badminton Women's Singles	NA	23.306680053067517
85150	Saifeddine Al-Nejmaoui	M	1981	175	60	Tunisia	TUN	2008 Summer	2008	Summer	Beijing	Boxing	Boxing Men's Lightweight	NA	19.591836734693878
85159	Irina Sergeyevna Nekrasova	F	1988	168	63	Kazakhstan	KAZ	2008 Summer	2008	Summer	Beijing	Weightlifting	Weightlifting Women's Middleweight	Silver	22.32142857142857
85165	Vitalina "Vita" Nel	F	1976	180	66	South Africa	RSA	2008 Summer	2008	Summer	Beijing	Beach Volleyball	Beach Volleyball Women's Beach Volleyball	NA	20.37037037037037
85180	Ryan William Nelsen	M	1978	185	89	New Zealand	NZL	2008 Summer	2008	Summer	Beijing	Football	Football Men's Football	NA	26.004382761139517
85183	Adam McCright Nelson	M	1975	183	120	United States	USA	2008 Summer	2008	Summer	Beijing	Athletics	Athletics Men's Shot Put	NA	35.83266147093075
85185	William Andrew "Billy" Nelson	M	1985	165	55	United States	USA	2008 Summer	2008	Summer	Beijing	Athletics	Athletics Men's 3,000 metres Steeplechase	NA	20.2020202020202
85231	Zsolt Nemcsik	M	1978	188	88	Hungary	HUN	2008 Summer	2008	Summer	Beijing	Fencing	Fencing Men's Sabre, Individual	NA	24.89814395654142
85231	Zsolt Nemcsik	M	1978	188	88	Hungary	HUN	2008 Summer	2008	Summer	Beijing	Fencing	Fencing Men's Sabre, Team	NA	24.89814395654142
85287	Haley Nicole Nemra	F	1990	168	59	Marshall Islands	MHL	2008 Summer	2008	Summer	Beijing	Athletics	Athletics Women's 800 metres	NA	20.90419501133787
85338	Stefanie "Steffi" Nerius	F	1972	178	72	Germany	GER	2008 Summer	2008	Summer	Beijing	Athletics	Athletics Women's Javelin Throw	NA	22.724403484408537
85357	Kolyo Neshev	M	1982	187	90	Bulgaria	BUL	2008 Summer	2008	Summer	Beijing	Athletics	Athletics Men's Javelin Throw	NA	25.73708141496754
85360	Mauro Nespoli	M	1988	181	78	Italy	ITA	2008 Summer	2008	Summer	Beijing	Archery	Archery Men's Individual	NA	23.808797045267237
85360	Mauro Nespoli	M	1988	181	78	Italy	ITA	2008 Summer	2008	Summer	Beijing	Archery	Archery Men's Team	Silver	23.808797045267237
85373	Yuliya Viktorovna Nesterenko (Bartsevich-)	F	1979	176	62	Belarus	BLR	2008 Summer	2008	Summer	Beijing	Athletics	Athletics Women's 100 metres	NA	20.015495867768593
85373	Yuliya Viktorovna Nesterenko (Bartsevich-)	F	1979	176	62	Belarus	BLR	2008 Summer	2008	Summer	Beijing	Athletics	Athletics Women's 4 x 100 metres Relay	NA	20.015495867768593
85384	Daniel Mark Nestor	M	1973	191	87	Canada	CAN	2008 Summer	2008	Summer	Beijing	Tennis	Tennis Men's Doubles	NA	23.84803048162057
85387	Sao Nestorov	M	1987	173	85	Macedonia	MKD	2008 Summer	2008	Summer	Beijing	Shooting	Shooting Men's Air Rifle, 10 metres	NA	28.40054796351365
85388	Mikhail Valeryevich Nestruyev	M	1969	174	61	Russia	RUS	2008 Summer	2008	Summer	Beijing	Shooting	Shooting Men's Air Pistol, 10 metres	NA	20.147971991015986
85388	Mikhail Valeryevich Nestruyev	M	1969	174	61	Russia	RUS	2008 Summer	2008	Summer	Beijing	Shooting	Shooting Men's Free Pistol, 50 metres	NA	20.147971991015986
85395	Acer Gary Nethercott	M	1978	174	55	Great Britain	GBR	2008 Summer	2008	Summer	Beijing	Rowing	Rowing Men's Coxed Eights	Silver	18.166204254194742
85403	Joo Andr Pinto Neto	M	1982	175	81	Portugal	POR	2008 Summer	2008	Summer	Beijing	Judo	Judo Men's Half-Middleweight	NA	26.448979591836736
85455	Sabrina Neukamp (-Richter)	F	1982	173	67	Germany	GER	2008 Summer	2008	Summer	Beijing	Handball	Handball Women's Handball	NA	22.386314277122523
85474	Marco Neumann	M	1988	198	94	Germany	GER	2008 Summer	2008	Summer	Beijing	Rowing	Rowing Men's Coxless Fours	NA	23.9771451892664
85509	Jrme Neuville	M	1976	192	85	France	FRA	2008 Summer	2008	Summer	Beijing	Cycling	Cycling Men's Madison	NA	23.057725694444446
85512	Juan Carlos Nevado Gonzlez	M	1983	171	74	Germany	GER	2008 Summer	2008	Summer	Beijing	Hockey	Hockey Men's Hockey	Gold	25.306932047467594
85516	Mira Nevansuu-Suhonen	F	1985	152	58	Finland	FIN	2008 Summer	2008	Summer	Beijing	Shooting	Shooting Women's Air Pistol, 10 metres	NA	25.103878116343488
85517	Mitja Neveny	M	1983	183	70	Slovenia	SLO	2008 Summer	2008	Summer	Beijing	Sailing	Sailing Men's Two Person Dinghy	NA	20.902385858042937
85521	Stanislav Anatolyevich Neverovsky	M	1981	190	80	Belarus	BLR	2008 Summer	2008	Summer	Beijing	Swimming	Swimming Men's 100 metres Freestyle	NA	22.1606648199446
85521	Stanislav Anatolyevich Neverovsky	M	1981	190	80	Belarus	BLR	2008 Summer	2008	Summer	Beijing	Swimming	Swimming Men's 4 x 100 metres Medley Relay	NA	22.1606648199446
85526	Thiago Neves Augusto	M	1985	182	70	Brazil	BRA	2008 Summer	2008	Summer	Beijing	Football	Football Men's Football	Bronze	21.13271344040575
85532	Larissa Nevierov	F	1975	177	70	Italy	ITA	2008 Summer	2008	Summer	Beijing	Sailing	Sailing Women's One Person Dinghy	NA	22.34351559258195
85535	David Neville	M	1984	193	77	United States	USA	2008 Summer	2008	Summer	Beijing	Athletics	Athletics Men's 400 metres	Bronze	20.671695884453275
85535	David Neville	M	1984	193	77	United States	USA	2008 Summer	2008	Summer	Beijing	Athletics	Athletics Men's 4 x 400 metres Relay	Gold	20.671695884453275
85538	John Joseph "Joe" Nevin	M	1989	170	54	Ireland	IRL	2008 Summer	2008	Summer	Beijing	Boxing	Boxing Men's Bantamweight	NA	18.685121107266436
85543	Gal Nevo	M	1987	178	78	Israel	ISR	2008 Summer	2008	Summer	Beijing	Swimming	Swimming Men's 200 metres Individual Medley	NA	24.618103774775914
85543	Gal Nevo	M	1987	178	78	Israel	ISR	2008 Summer	2008	Summer	Beijing	Swimming	Swimming Men's 400 metres Individual Medley	NA	24.618103774775914
85553	Robert Frederick Newbery	M	1979	174	70	Australia	AUS	2008 Summer	2008	Summer	Beijing	Diving	Diving Men's Springboard	NA	23.120623596247853
85553	Robert Frederick Newbery	M	1979	174	70	Australia	AUS	2008 Summer	2008	Summer	Beijing	Diving	Diving Men's Synchronized Springboard	NA	23.120623596247853
85553	Robert Frederick Newbery	M	1979	174	70	Australia	AUS	2008 Summer	2008	Summer	Beijing	Diving	Diving Men's Synchronized Platform	NA	23.120623596247853
85573	Bradley "Brad" Newley	M	1985	199	88	Australia	AUS	2008 Summer	2008	Summer	Beijing	Basketball	Basketball Men's Basketball	NA	22.22166106916492
85574	Brett Patrick Newlin	M	1982	206	102	United States	USA	2008 Summer	2008	Summer	Beijing	Rowing	Rowing Men's Coxless Fours	NA	24.036195682910737
85597	Christopher "Chris" Newton	M	1974	181	69	Great Britain	GBR	2008 Summer	2008	Summer	Beijing	Cycling	Cycling Men's Points Race	Bronze	21.06162815542871
85617	Serge Charles N'Gal	M	1986	176	68	Cameroon	CMR	2008 Summer	2008	Summer	Beijing	Football	Football Men's Football	NA	21.952479338842977
85627	Jean-Etienne Antoine N'Gossan	M	1991	173	65	Cote d'Ivoire	CIV	2008 Summer	2008	Summer	Beijing	Football	Football Men's Football	NA	21.71806608974573
85641	Onn Lam "Josiah" Ng	M	1980	173	74	Malaysia	MAS	2008 Summer	2008	Summer	Beijing	Cycling	Cycling Men's Keirin	NA	24.725182932941294
85641	Onn Lam "Josiah" Ng	M	1980	173	74	Malaysia	MAS	2008 Summer	2008	Summer	Beijing	Cycling	Cycling Men's Team Sprint	NA	24.725182932941294
85650	Ng Wei	M	1981	177	67	Hong Kong	HKG	2008 Summer	2008	Summer	Beijing	Badminton	Badminton Men's Singles	NA	21.385936352899872
85677	Lindelani Cyprian Ngidi	M	1983	177	73	South Africa	RSA	2008 Summer	2008	Summer	Beijing	Canoeing	Canoeing Men's Canadian Doubles, Slalom	NA	23.301094832264038
85685	Mabu Joseph Samson Ngoepe	M	1985	180	60	South Africa	RSA	2008 Summer	2008	Summer	Beijing	Athletics	Athletics Men's 800 metres	NA	18.51851851851852
85702	Nguyn Hu Vit	M	1989	175	68	Vietnam	VIE	2008 Summer	2008	Summer	Beijing	Swimming	Swimming Men's 100 metres Breaststroke	NA	22.204081632653065
85711	Nguyn Mnh Tng	M	1960	170	65	Vietnam	VIE	2008 Summer	2008	Summer	Beijing	Shooting	Shooting Men's Air Pistol, 10 metres	NA	22.49134948096886
85711	Nguyn Mnh Tng	M	1960	170	65	Vietnam	VIE	2008 Summer	2008	Summer	Beijing	Shooting	Shooting Men's Free Pistol, 50 metres	NA	22.49134948096886
85712	Marcel Van Minh Phuc Long Nguyen	M	1988	165	55	Germany	GER	2008 Summer	2008	Summer	Beijing	Gymnastics	Gymnastics Men's Individual All-Around	NA	20.2020202020202
85712	Marcel Van Minh Phuc Long Nguyen	M	1988	165	55	Germany	GER	2008 Summer	2008	Summer	Beijing	Gymnastics	Gymnastics Men's Team All-Around	NA	20.2020202020202
85712	Marcel Van Minh Phuc Long Nguyen	M	1988	165	55	Germany	GER	2008 Summer	2008	Summer	Beijing	Gymnastics	Gymnastics Men's Floor Exercise	NA	20.2020202020202
85712	Marcel Van Minh Phuc Long Nguyen	M	1988	165	55	Germany	GER	2008 Summer	2008	Summer	Beijing	Gymnastics	Gymnastics Men's Parallel Bars	NA	20.2020202020202
85712	Marcel Van Minh Phuc Long Nguyen	M	1988	165	55	Germany	GER	2008 Summer	2008	Summer	Beijing	Gymnastics	Gymnastics Men's Horizontal Bar	NA	20.2020202020202
85712	Marcel Van Minh Phuc Long Nguyen	M	1988	165	55	Germany	GER	2008 Summer	2008	Summer	Beijing	Gymnastics	Gymnastics Men's Rings	NA	20.2020202020202
85722	Nguyn Th Hoi Thu	F	1985	167	57	Vietnam	VIE	2008 Summer	2008	Summer	Beijing	Taekwondo	Taekwondo Women's Featherweight	NA	20.43816558499767
85734	Nguyn Th Thit	F	1985	165	63	Vietnam	VIE	2008 Summer	2008	Summer	Beijing	Weightlifting	Weightlifting Women's Middleweight	NA	23.140495867768596
85738	Nguyn Tin Minh	M	1983	168	60	Vietnam	VIE	2008 Summer	2008	Summer	Beijing	Badminton	Badminton Men's Singles	NA	21.258503401360546
85745	Nguyn Vn Hng	M	1980	192	90	Vietnam	VIE	2008 Summer	2008	Summer	Beijing	Taekwondo	Taekwondo Men's Heavyweight	NA	24.4140625
85756	Nguyn nh Cng	M	1982	169	62	Vietnam	VIE	2008 Summer	2008	Summer	Beijing	Athletics	Athletics Men's 800 metres	NA	21.707923392038094
85759	Onyeabor Ngwogu	M	1984	160	78	Nigeria	NGR	2008 Summer	2008	Summer	Beijing	Athletics	Athletics Men's 4 x 100 metres Relay	NA	30.46875
85761	Abdelillah Nhaila	M	1982	nan	51	Morocco	MAR	2008 Summer	2008	Summer	Beijing	Boxing	Boxing Men's Flyweight	NA	
85762	Sifiso Nhlapo	M	1987	178	88	South Africa	RSA	2008 Summer	2008	Summer	Beijing	Cycling	Cycling Men's BMX	NA	27.774270925388212
85765	Ni Fu-Te	M	1983	183	78	Chinese Taipei	TPE	2008 Summer	2008	Summer	Beijing	Baseball	Baseball Men's Baseball	NA	23.29122995610499
85766	Ni Hong	F	1986	175	62	China	CHN	2008 Summer	2008	Summer	Beijing	Fencing	Fencing Women's Sabre, Team	Silver	20.24489795918367
85768	Xia Lian Ni	F	1963	157	58	Luxembourg	LUX	2008 Summer	2008	Summer	Beijing	Table Tennis	Table Tennis Women's Singles	NA	23.530366343462212
85780	Yves Niar	M	1977	195	95	France	FRA	2008 Summer	2008	Summer	Beijing	Athletics	Athletics Men's Shot Put	NA	24.983563445101904
85785	Vincenzo Nibali	M	1985	180	60	Italy	ITA	2008 Summer	2008	Summer	Beijing	Cycling	Cycling Men's Road Race, Individual	NA	18.51851851851852
85785	Vincenzo Nibali	M	1985	180	60	Italy	ITA	2008 Summer	2008	Summer	Beijing	Cycling	Cycling Men's Individual Time Trial	NA	18.51851851851852
85789	Sandro Nicevi	M	1976	210	111	Croatia	CRO	2008 Summer	2008	Summer	Beijing	Basketball	Basketball Men's Basketball	NA	25.170068027210885
85808	Laura Nicholls Gonzlez	F	1989	190	90	Spain	ESP	2008 Summer	2008	Summer	Beijing	Basketball	Basketball Women's Basketball	NA	24.93074792243767
85814	Caroline Nichols	F	1985	163	64	United States	USA	2008 Summer	2008	Summer	Beijing	Hockey	Hockey Women's Hockey	NA	24.08822311716662
85816	Jennifer L. Nichols	F	1984	183	63	United States	USA	2008 Summer	2008	Summer	Beijing	Archery	Archery Women's Individual	NA	18.812147272238647
85824	Andrew Clifton Nicholson	M	1961	182	78	New Zealand	NZL	2008 Summer	2008	Summer	Beijing	Equestrianism	Equestrianism Mixed Three-Day Event, Individual	NA	23.54788069073783
85824	Andrew Clifton Nicholson	M	1961	182	78	New Zealand	NZL	2008 Summer	2008	Summer	Beijing	Equestrianism	Equestrianism Mixed Three-Day Event, Team	NA	23.54788069073783
85874	Julien Nicolardot	M	1982	192	87	France	FRA	2008 Summer	2008	Summer	Beijing	Swimming	Swimming Men's 200 metres Breaststroke	NA	23.600260416666664
85882	Valrie Nicolas	F	1975	178	73	France	FRA	2008 Summer	2008	Summer	Beijing	Handball	Handball Women's Handball	NA	23.04002019946976
85890	Emanuele Nicolini	M	1984	177	70	San Marino	SMR	2008 Summer	2008	Summer	Beijing	Swimming	Swimming Men's 200 metres Freestyle	NA	22.34351559258195
85894	Ashley Nicoll-Holzer (-Munro-)	F	1964	152	60	Canada	CAN	2008 Summer	2008	Summer	Beijing	Equestrianism	Equestrianism Mixed Dressage, Individual	NA	25.969529085872576
85894	Ashley Nicoll-Holzer (-Munro-)	F	1964	152	60	Pop Art	CAN	2008 Summer	2008	Summer	Beijing	Equestrianism	Equestrianism Mixed Dressage, Team	NA	25.969529085872576
85935	Nieh Pin-Chieh	F	1988	165	61	Chinese Taipei	TPE	2008 Summer	2008	Summer	Beijing	Swimming	Swimming Women's 100 metres Freestyle	NA	22.4058769513315
86001	Kasper Nielsen	M	1975	194	100	Denmark	DEN	2008 Summer	2008	Summer	Beijing	Handball	Handball Men's Handball	NA	26.57030502710171
86004	Klaus Nielsen	M	1980	176	66	Denmark	DEN	2008 Summer	2008	Summer	Beijing	Cycling	Cycling Men's Mountainbike, Cross-Country	NA	21.30681818181818
86015	Matthew Peter "Matt" Nielsen	M	1978	209	98	Australia	AUS	2008 Summer	2008	Summer	Beijing	Basketball	Basketball Men's Basketball	NA	22.435383805315812
86021	Morten lgaard Nielsen	M	1981	197	87	Denmark	DEN	2008 Summer	2008	Summer	Beijing	Rowing	Rowing Men's Coxless Pairs	NA	22.41748048133165
86066	Petra Niemann	F	1979	163	63	Germany	GER	2008 Summer	2008	Summer	Beijing	Sailing	Sailing Women's One Person Dinghy	NA	23.711844630960893
86072	Frdric "Fred" Niemeyer	M	1976	190	83	Canada	CAN	2008 Summer	2008	Summer	Beijing	Tennis	Tennis Men's Singles	NA	22.991689750692522
86072	Frdric "Fred" Niemeyer	M	1976	190	83	Canada	CAN	2008 Summer	2008	Summer	Beijing	Tennis	Tennis Men's Doubles	NA	22.991689750692522
86083	Przemysaw Krzysztof Niemiec	M	1980	184	65	Poland	POL	2008 Summer	2008	Summer	Beijing	Cycling	Cycling Men's Road Race, Individual	NA	19.198960302457465
86083	Przemysaw Krzysztof Niemiec	M	1980	184	65	Poland	POL	2008 Summer	2008	Summer	Beijing	Cycling	Cycling Men's Individual Time Trial	NA	19.198960302457465
86088	Jarkko Kalervo Nieminen	M	1981	185	79	Finland	FIN	2008 Summer	2008	Summer	Beijing	Tennis	Tennis Men's Singles	NA	23.08254200146092
86092	Minna Eliisa Nieminen	F	1977	172	62	Finland	FIN	2008 Summer	2008	Summer	Beijing	Rowing	Rowing Women's Lightweight Double Sculls	Silver	20.9572742022715
86117	Kirsten Nieuwendam	F	1992	160	54	Suriname	SUR	2008 Summer	2008	Summer	Beijing	Athletics	Athletics Women's 200 metres	NA	21.09375
86120	Pim Nieuwenhuis	M	1977	178	75	Netherlands	NED	2008 Summer	2008	Summer	Beijing	Sailing	Sailing Mixed Multihull	NA	23.671253629592226
86187	Kseniya Nikandrova	F	1987	181	71	Kazakhstan	KAZ	2008 Summer	2008	Summer	Beijing	Handball	Handball Women's Handball	NA	21.672110130948383
86192	Amin Abraham Paul Nikfar	M	1981	190	135	Iran	IRI	2008 Summer	2008	Summer	Beijing	Athletics	Athletics Men's Shot Put	NA	37.39612188365651
86193	Milo Niki	M	1986	194	79	Serbia	SRB	2008 Summer	2008	Summer	Beijing	Volleyball	Volleyball Men's Volleyball	NA	20.99054097141035
86197	Elisabeth Nikiema	F	1982	170	62	Burkina Faso	BUR	2008 Summer	2008	Summer	Beijing	Swimming	Swimming Women's 50 metres Freestyle	NA	21.453287197231834
86205	Viktoriya Aleksandrovna Nikishina	F	1985	174	68	Russia	RUS	2008 Summer	2008	Summer	Beijing	Fencing	Fencing Women's Foil, Individual	NA	22.460034350640772
86205	Viktoriya Aleksandrovna Nikishina	F	1985	174	68	Russia	RUS	2008 Summer	2008	Summer	Beijing	Fencing	Fencing Women's Foil, Team	Gold	22.460034350640772
86206	Bohdan Sergiyevych Nikishyn	M	1980	188	85	Ukraine	UKR	2008 Summer	2008	Summer	Beijing	Fencing	Fencing Men's epee, Individual	NA	24.0493435943866
86206	Bohdan Sergiyevych Nikishyn	M	1980	188	85	Ukraine	UKR	2008 Summer	2008	Summer	Beijing	Fencing	Fencing Men's epee, Team	NA	24.0493435943866
86218	Yuriy Viktorovych Nikitin	M	1978	172	62	Ukraine	UKR	2008 Summer	2008	Summer	Beijing	Trampolining	Trampolining Men's Individual	NA	20.9572742022715
86228	Mohammad Samad Nikkhah Bahrami	M	1983	190	85	Iran	IRI	2008 Summer	2008	Summer	Beijing	Basketball	Basketball Men's Basketball	NA	23.545706371191134
86237	Andr Niklaus	M	1982	190	84	Germany	GER	2008 Summer	2008	Summer	Beijing	Athletics	Athletics Men's Decathlon	NA	23.268698060941826
86244	Alexandros Nikolaidis	M	1980	201	103.5	Greece	GRE	2008 Summer	2008	Summer	Beijing	Taekwondo	Taekwondo Men's Heavyweight	Silver	
86245	Antonis Nikolaidis	M	1967	170	82	Cyprus	CYP	2008 Summer	2008	Summer	Beijing	Shooting	Shooting Men's Skeet	NA	28.37370242214533
86268	Jelena Nikoli	F	1982	194	79	Serbia	SRB	2008 Summer	2008	Summer	Beijing	Volleyball	Volleyball Women's Volleyball	NA	20.99054097141035
86300	Vladimir Milchev Nikolov	M	1978	200	95	Bulgaria	BUL	2008 Summer	2008	Summer	Beijing	Volleyball	Volleyball Men's Volleyball	NA	23.75
86303	Atanas Nikolovski	M	1980	180	75	Macedonia	MKD	2008 Summer	2008	Summer	Beijing	Canoeing	Canoeing Men's Kayak Singles, Slalom	NA	23.148148148148145
86313	Rohullah Nikpai	M	1987	183	63	Afghanistan	AFG	2008 Summer	2008	Summer	Beijing	Taekwondo	Taekwondo Men's Flyweight	Bronze	18.812147272238647
86438	Stefan Nimke	M	1978	186	94	Germany	GER	2008 Summer	2008	Summer	Beijing	Cycling	Cycling Men's Sprint	NA	27.17077118742051
86438	Stefan Nimke	M	1978	186	94	Germany	GER	2008 Summer	2008	Summer	Beijing	Cycling	Cycling Men's Team Sprint	Bronze	27.17077118742051
